DATE,RAINFALL
7/1/2011,1384.1
8/1/2011,987.9
9/1/2011,468.3
10/1/2011,120.3
11/1/2011,3.1
12/1/2011,0
1/1/2012,0
2/1/2012,0
3/1/2012,0
4/1/2012,0.6
5/1/2012,1.1
6/1/2012,633
7/1/2012,928.5
8/1/2012,762.5
9/1/2012,515.3
10/1/2012,175.1
11/1/2012,2.3
12/1/2012,0
1/1/2013,1.8
2/1/2013,5.4
3/1/2013,0.1
4/1/2013,0.1
5/1/2013,18.5
6/1/2013,1028.3
7/1/2013,1478.5
8/1/2013,497.6
9/1/2013,340.7
10/1/2013,149.3
11/1/2013,2.1
12/1/2013,1.5
1/1/2014,1.3
2/1/2014,5.3
3/1/2014,1.8
4/1/2014,0.7
5/1/2014,21.3
6/1/2014,238.2
7/1/2014,1293.2
8/1/2014,658
9/1/2014,419.5
10/1/2014,98.7
11/1/2014,8
12/1/2014,11.7
1/1/2015,2.7
2/1/2015,0
3/1/2015,36.8
4/1/2015,3.6
5/1/2015,11.3
6/1/2015,764
7/1/2015,526.5
8/1/2015,377.3
9/1/2015,240.9
10/1/2015,91.4
11/1/2015,27.3
12/1/2015,0
